,goodreads_book_id,original_title,book_id,tag_concat
369,4912,'Tis: A Memoir,2252,non-fiction memoir biography memoirs nonfiction
370,4921,Three Men in a Boat (To Say Nothing of the Dog),3023,humor humour classic british travel
371,4929,海辺のカフカ [Umibe no Kafuka],430,fiction magical-realism japan fantasy japanese
372,4934,Братья Карамазовы,485,classics russian literature russian-literature russia
373,4948,The Very Hungry Caterpillar,296,childrens picture-books children-s-books children children-s
374,4950,The Hungry Tide,8015,fiction india indian indian-authors indian-fiction
375,4952,What Is the What: The Autobiography of Valentino Achak Deng,1238,memoir historical-fiction nonfiction war history
376,4953,A Heartbreaking Work of Staggering Genius,495,fiction memoir non-fiction nonfiction memoirs
377,4954,You Shall Know Our Velocity!,3092,fiction novels contemporary travel contemporary-fiction
378,4955,How We Are Hungry,6895,short-stories fiction contemporary literature american
379,4965,Year of Wonders: A Novel of the Plague,901,historical-fiction book-club fiction england history
380,4978,Wolves of the Calla,936,horror fantasy science-fiction series king
381,4979,A Man Without a Country,2770,non-fiction fiction nonfiction essays memoir
382,4980,Breakfast of Champions,405,classics science-fiction humor literature sci-fi
383,4981,"Slaughterhouse-Five, or The Children's Crusade: A Duty-Dance with Death ",65,classics fiction science-fiction sci-fi classic
384,4982,The Sirens of Titan,1074,science-fiction sci-fi classics vonnegut scifi
385,4983,Kurt Vonnegut's Cat Cradle,2975,fiction classics science-fiction sci-fi vonnegut
386,4984,Bagombo Snuff Box,9972,fiction short-stories vonnegut kurt-vonnegut science-fiction
387,4985,Welcome to the Monkey House,2172,fiction short-stories science-fiction classics vonnegut
388,4986,"God Bless You, Dr. Kevorkian",7338,fiction vonnegut humor short-stories kurt-vonnegut
389,4987,Jailbird,5330,fiction vonnegut literature humor classics
390,4989,The Red Tent,150,historical-fiction history fiction christian literature
391,5015,Saturday,2013,fiction 1001-books contemporary contemporary-fiction 1001
392,5038,The Pillars of Creation,2219,fantasy sword-of-truth terry-goodkind default epic-fantasy
393,5043,The Pillars of the Earth,142,historical-fiction fiction historical history book-club
394,5052,Code to Zero,9454,fiction thriller default ken-follett historical-fiction
395,5053,The Man from St. Petersburg,6760,historical-fiction mystery fiction suspense espionage
396,5055,Night over Water,7544,fiction historical-fiction thriller ken-follett default
397,5062,Jackdaws,5705,historical-fiction fiction thriller historical ken-follett
398,5064,World Without End,642,historical-fiction fiction historical history ken-follett
399,5068,Last Orders,9302,fiction man-booker british novels man-booker-prize-winners
400,5084,My Life in France,1441,memoir non-fiction food nonfiction biography
401,5091,The Dark Tower,953,fantasy fiction horror series king
402,5093,Song of Susannah,1053,fantasy stephen-king fiction horror series
403,5094,The Drawing of the Three,612,fantasy stephen-king fiction horror science-fiction
404,5096,Wizard and Glass,806,fantasy stephen-king fiction horror science-fiction
405,5107,The Catcher in the Rye,8,classics fiction classic young-adult literature
406,5113,Franny and Zooey,483,fiction classics short-stories literature classic
407,5114,"Raise High the Roof Beam, Carpenters / Seymour: An Introduction",2339,fiction classics short-stories literature american
408,5128,The Doors of Perception & Heaven and Hell,3464,philosophy non-fiction psychology nonfiction essays
409,5129,Brave New World,55,classics fiction science-fiction sci-fi dystopia
410,5130,Island,5783,fiction classics science-fiction philosophy sci-fi
411,5139,The Devil Wears Prada,78,chick-lit fiction contemporary chicklit romance
412,5148,A Separate Peace,595,classics young-adult school classic literature
413,5157,Black and Blue,1386,fiction oprah-s-book-club oprah contemporary contemporary-fiction
414,5158,A Virtuous Woman ,5157,fiction oprah-s-book-club oprah oprah-book-club oprahs-book-club
415,5159,Here on Earth ,2603,fiction romance oprah-s-book-club oprah alice-hoffman
416,5160,The Heart of a Woman,6057,non-fiction biography memoir nonfiction oprah-s-book-club
417,5161,The Deep End of the Ocean,847,fiction oprah-s-book-club oprah contemporary contemporary-fiction
418,5166,Midwives,625,fiction book-club contemporary oprah-s-book-club contemporary-fiction
419,5167,Cane River,2644,historical-fiction fiction book-club oprah-s-book-club historical
420,5168,Where the Heart Is,381,fiction chick-lit contemporary romance adult-fiction
421,5171,Drowning Ruth,1317,book-club mystery fiction oprah-s-book-club historical-fiction
422,5174,Fall on Your Knees,1806,fiction historical-fiction canadian book-club canada
423,5175,What Looks Like Crazy on an Ordinary Day,5667,fiction oprah-s-book-club oprah african-american oprahs-book-club
424,5176,While I Was Gone,1762,fiction oprah-s-book-club oprah book-club chick-lit
425,5179,Mother of Pearl,5737,fiction oprah-s-book-club historical-fiction oprah oprahs-book-club
426,5180,The Rapture of Canaan,3468,fiction oprah-s-book-club oprah religion oprah-book-club
427,5181,Jewel (Oprah's Book Club) ,3284,fiction oprah-s-book-club oprah oprah-book-club oprahs-book-club
428,5182,Songs in Ordinary Time,3787,fiction oprah-s-book-club oprah oprah-book-club historical-fiction
429,5186,"Breath, Eyes, Memory ",4671,fiction haiti historical-fiction oprah oprah-s-book-club
430,5187,The Book of Ruth,1675,fiction oprah-s-book-club oprah oprah-book-club book-club
431,5190,Open House,2087,fiction chick-lit oprah-s-book-club oprah contemporary
432,5191,The Pilot's Wife,1311,fiction book-club chick-lit anita-shreve mystery
433,5196,Tara Road,1649,chick-lit maeve-binchy romance oprah book-club
434,5197,A Lesson Before Dying,2578,fiction classics historical-fiction african-american book-club
435,5198,0,5629,fiction african-american classics oprah-s-book-club literature
436,5203,She's Come Undone,306,fiction contemporary book-club contemporary-fiction chick-lit
437,5204,We Were the Mulvaneys,1145,fiction book-club contemporary-fiction contemporary oprah-s-book-club
438,5205,A Map of the World,1567,fiction oprah oprah-s-book-club book-club contemporary-fiction
439,5211,A Fine Balance,779,fiction historical-fiction book-club canadian 1001-books
440,5246,Ethan Frome,1566,classics fiction classic literature school
441,5289,Collected Works,5840,classics fiction poetry plays short-stories
442,5296,An Ideal Husband,3699,classics plays fiction drama classic
443,5297,The Picture of Dorian Gray,95,classics fiction classic horror fantasy
444,5306,Travels with Charley: In Search of America,2004,non-fiction travel classics memoir nonfiction
445,5308,The Pearl of the World,730,classics fiction classic literature school
446,5326,A Christmas Carol,204,classics fiction classic christmas fantasy
447,5338,A Christmas Carol and Other Christmas Writings,3323,classics fiction christmas classic short-stories
448,5344,Hard Times: For These Times,2846,classics fiction classic literature 19th-century
449,5345,The Innocent Man,1986,non-fiction grisham true-crime john-grisham default
450,5346,The Last Juror,1388,fiction john-grisham mystery thriller grisham
451,5347,Bleachers,3273,fiction john-grisham sports grisham default
452,5348,The Testament,1057,john-grisham fiction default mystery thriller
453,5349,The Rainmaker,596,fiction thriller mystery grisham suspense
454,5350,The Partner,963,fiction john-grisham thriller mystery grisham
455,5351,The Street Lawyer,1037,fiction john-grisham mystery thriller grisham
456,5352,The Summons,1733,fiction john-grisham mystery thriller grisham
457,5354,The Brethren,1245,fiction john-grisham thriller mystery grisham
458,5355,The Chamber,833,fiction john-grisham mystery thriller grisham
459,5356,The King of Torts,1407,fiction john-grisham mystery thriller grisham
460,5357,Skipping Christmas,2573,fiction christmas john-grisham humor book-club
461,5358,The Firm,123,fiction thriller mystery john-grisham suspense
462,5359,The Client,227,fiction john-grisham mystery thriller suspense
463,5360,A Painted House,1573,fiction john-grisham mystery default historical-fiction
464,5364,Dragonfly in Amber,463,historical-fiction romance fantasy fiction time-travel
465,5367,The Great Book of Amber,5247,fantasy fiction science-fiction sci-fi sci-fi-fantasy
466,5368,Forever Amber,7357,historical-fiction fiction romance historical classics
467,5369,The Amber Room,6690,thriller fiction mystery steve-berry historical-fiction
468,5413,'Salem's Lot The Illustrated Edition,1292,horror stephen-king fiction vampires king
469,5417,Three Complete Novels: Carrie/Salem's Lot/The Shining,9139,horror stephen-king fiction default classics
470,5439,Interpreter of Maladies,662,fiction short-stories india pulitzer book-club
471,5452,Girls in Pants: The Third Summer of the Sisterhood,2054,young-adult ya fiction chick-lit series
472,5453,Forever in Blue: The Fourth Summer of the Sisterhood,2270,ya fiction series chick-lit romance
473,5454,The Second Summer of the Sisterhood,1718,young-adult ya fiction chick-lit series
474,5470,Nineteen Eighty-Four,13,fiction science-fiction sci-fi dystopian classic
475,5472, Animal Farm & 1984,846,classics fiction classic literature dystopia
476,5479,Brave New World/Brave New World Revisited,809,classics fiction science-fiction sci-fi dystopia
477,5481,Brave New World Revisited ,8140,classics fiction non-fiction science-fiction philosophy
478,5508,Anne Frank: Beyond the Diary - A Photographic Remembrance,4043,history non-fiction biography holocaust nonfiction
479,5509,Anne Frank Remembered,1815,memoir classics non-fiction wwii historical
480,5517,A Raisin in the Sun,2240,plays classics fiction drama school
481,5526,Dear John,152,romance nicholas-sparks fiction chick-lit contemporary
482,5527,All the King’s Men,2053,fiction classics historical-fiction politics pulitzer
483,5544,"Surely You're Joking, Mr. Feynman! Adventures of a Curious Character",956,science biography nonfiction physics memoir
484,5548,What Do You Care What Other People Think? Further Adventures of a Curious Character,6011,science biography non-fiction physics nonfiction
485,5552,QED: The Strange Theory of Light and Matter,7594,science physics non-fiction nonfiction popular-science
486,5553,Six Easy Pieces: Essentials of Physics Explained by Its Most Brilliant Teacher,7517,non-fiction nonfiction popular-science default science
487,5559,Jack: Straight from the Gut,8454,biography non-fiction management leadership biographies
488,5571,Cradle to Cradle: Remaking the Way We Make Things,9624,design science architecture non-fiction environmental
489,5575,Virgin,4095,james-patterson mystery fiction thriller default
490,5659,The Wind in the Willows,826,classics fiction childrens fantasy children
491,5693,Рассказы и Повести,4284,short-stories fiction classics russian russian-literature
492,5695,Бесы,4104,russian-literature literature russia russian-lit philosophy
493,5697,0,9123,fiction classics russian short-stories russian-literature
494,5720,Rainbow Six,2673,fiction thriller tom-clancy default military
495,5752,The Blank Slate: The Modern Denial of Human Nature,5537,science psychology non-fiction philosophy nonfiction
